,sID,Bigram #,Trial #,Bigram,IKI,string,resp_string
838,178,838,207, 'a' 'q',0.26400261418893933,faqir,faqir
839,178,839,207, 'q' 'i',0.12791335163637996,faqir,faqir
840,178,840,207, 'i' 'r',0.16009968612343073,faqir,faqir
841,178,841,208,'e' 'c',0.2239574221894145,edthe,ecddthe
842,178,842,208, 'c' 'd',0.015921263955533504,edthe,ecddthe
843,178,843,208, 'd' 'd',1.2080038581043482,edthe,ecddthe
844,178,844,208, 'd' 't',0.20000071870163083,edthe,ecddthe
845,178,845,208, 't' 'h',0.08812793996185064,edthe,ecddthe
846,178,846,208, 'h' 'e',0.07991170091554523,edthe,ecddthe
847,178,847,209,'b' 'e',0.07987802801653743,belly,belly
848,178,848,209, 'e' 'l',0.24811708694323897,belly,belly
849,178,849,209, 'l' 'l',0.15987898828461766,belly,belly
850,178,850,209, 'l' 'y',0.04799797385931015,belly,belly
851,178,851,210,'b' 'u',0.23200618894770741,buddy,buddy
852,178,852,210, 'u' 'd',0.15204750886186957,buddy,buddy
853,178,853,210, 'd' 'd',0.1520454422570765,buddy,buddy
854,178,854,210, 'd' 'y',0.08794599678367376,buddy,buddy
855,178,855,211,'t' 'h',0.07208715006709099,think,think
856,178,856,211, 'h' 'i',0.21591342194005847,think,think
857,178,857,211, 'i' 'n',0.20794134307652712,think,think
858,178,858,211, 'n' 'k',0.19197673397138715,think,think
859,178,859,212,'p' 'y',0.2558724209666252,pykka,pykka
860,178,860,212, 'y' 'k',0.24794876528903842,pykka,pykka
861,178,861,212, 'k' 'k',0.13611089391633868,pykka,pykka
862,178,862,212, 'k' 'a',0.07197307283058763,pykka,pykka
863,178,863,213,'c' 'h',0.11195804085582495,cheer,cheer
864,178,864,213, 'h' 'e',0.1759950891137123,cheer,cheer
865,178,865,213, 'e' 'e',0.14390321588143706,cheer,cheer
866,178,866,213, 'e' 'r',0.12806697422638535,cheer,cheer
867,178,867,214,'z' 'i',0.2720744260586798,zibja,zibja
868,178,868,214, 'i' 'b',0.23191956477239728,zibja,zibja
869,178,869,214, 'b' 'j',0.20798757718876004,zibja,zibja
870,178,870,214, 'j' 'a',0.07206262182444334,zibja,zibja
871,178,871,215,'d' 'r',0.19202124699950218,druze,druzde
872,178,872,215, 'r' 'u',0.10404497757554054,druze,druzde
873,178,873,215, 'u' 'z',0.2238467112183571,druze,druzde
874,178,874,215, 'z' 'd',0.25608962401747704,druze,druzde
875,178,875,215, 'd' 'e',0.8480137549340725,druze,druzde
876,178,876,216,'v' 'a',0.05595214106142521,vanru,vanru
877,178,877,216, 'a' 'n',0.159950140863657,vanru,vanru
878,178,878,216, 'n' 'r',0.12800747202709317,vanru,vanru
879,178,879,216, 'r' 'u',0.10403671488165855,vanru,vanru
880,178,880,217,'l' 'u',0.19192560715600848,lucky,lucky
881,178,881,217, 'u' 'c',0.09611346293240786,lucky,lucky
882,178,882,217, 'c' 'k',0.11192614119499922,lucky,lucky
883,178,883,217, 'k' 'y',0.1440722830593586,lucky,lucky
884,178,884,218,'c' 'h',0.08006383059546351,champ,champ
885,178,885,218, 'h' 'a',0.11989672016352415,champ,champ
886,178,886,218, 'a' 'm',0.10405871784314513,champ,champ
887,178,887,218, 'm' 'p',0.21590376319363713,champ,champ
888,178,888,219,'p' 'y',0.2238946589641273,pykka,pykka
889,178,889,219, 'y' 'k',0.25608103116974235,pykka,pykka
890,178,890,219, 'k' 'k',0.1279934160411358,pykka,pykka
891,178,891,219, 'k' 'a',0.08803465589880943,pykka,pykka
892,178,892,220,'h' 'a',0.0799175500869751,haole,haole
893,178,893,220, 'a' 'o',0.15204241825267673,haole,haole
894,178,894,220, 'o' 'l',0.15996697777882218,haole,haole
895,178,895,220, 'l' 'e',0.06409590225666761,haole,haole
896,178,896,221,'b' 'u',0.7280121259391308,buddy,buddy
897,178,897,221, 'u' 'd',0.2239877530373633,buddy,buddy
898,178,898,221, 'd' 'd',0.1521006990224123,buddy,buddy
899,178,899,221, 'd' 'y',0.06387469498440623,buddy,buddy
900,178,900,222,'d' 'r',0.2399906669743359,druze,druze
901,178,901,222, 'r' 'u',0.10394179495051503,druze,druze
902,178,902,222, 'u' 'z',0.27211274905130267,druze,druze
903,178,903,222, 'z' 'e',0.2960117212496698,druze,druze
904,178,904,223,'b' 'u',0.2079769028350711,buddy,buddy
905,178,905,223, 'u' 'd',0.16804776107892394,buddy,buddy
906,178,906,223, 'd' 'd',0.16005872189998627,buddy,buddy
907,178,907,223, 'd' 'y',0.07193180732429028,buddy,buddy
908,178,908,224,'t' 'h',0.11207905923947692,theme,theme
909,178,909,224, 'h' 'e',0.1039271717891097,theme,theme
910,178,910,224, 'e' 'm',0.1120731639675796,theme,theme
911,178,911,224, 'm' 'e',0.07999285915866494,theme,theme
912,178,912,225,'b' 'a',0.06404990004375577,vanru,banru
913,178,913,225, 'a' 'n',1.3439389090053737,vanru,banru
914,178,914,225, 'n' 'r',0.22410249477252364,vanru,banru
915,178,915,225, 'r' 'u',0.07999398093670607,vanru,banru
916,178,916,226,'p' 'u',0.20011807698756456,puppy,puppy
917,178,917,226, 'u' 'p',0.27195921167731285,puppy,puppy
918,178,918,226, 'p' 'p',0.12800856307148933,puppy,puppy
919,178,919,226, 'p' 'y',0.07988509722054005,puppy,puppy
920,178,920,227,'k' 'r',0.06401703739538789,kremp,kremp
921,178,921,227, 'r' 'e',0.09593782480806112,kremp,kremp
922,178,922,227, 'e' 'm',0.09597579389810562,kremp,kremp
923,178,923,227, 'm' 'p',0.1841333801858127,kremp,kremp
924,178,924,228,'t' 'h',0.08010425698012114,theme,theme
925,178,925,228, 'h' 'e',0.10388302197679877,theme,theme
926,178,926,228, 'e' 'm',0.08800878003239632,theme,theme
927,178,927,228, 'm' 'e',0.07213546195998788,theme,theme
928,178,928,229,'t' 'h',0.07991226017475128,there,there
929,178,929,229, 'h' 'e',0.11195315001532435,there,there
930,178,930,229, 'e' 'r',0.09617642220109701,there,there
931,178,931,229, 'r' 'e',0.10389605397358537,there,there
932,178,932,230,'p' 'u',0.2159770098514855,puppy,puppy
933,178,933,230, 'u' 'p',0.22402863018214703,puppy,puppy
934,178,934,230, 'p' 'p',0.14412279892712831,puppy,puppy
935,178,935,230, 'p' 'y',0.0639874110929668,puppy,puppy
936,178,936,231,'t' 'h',0.07213671831414104,there,there
937,178,937,231, 'h' 'e',0.12781683169305325,there,there
938,178,938,231, 'e' 'r',0.10403965413570404,there,there
939,178,939,231, 'r' 'e',0.09600353008136153,there,there
940,178,940,232,'t' 'h',0.07195847295224667,theme,theme
941,178,941,232, 'h' 'e',0.1040682727470994,theme,theme
942,178,942,232, 'e' 'm',0.10393912205472589,theme,theme
943,178,943,232, 'm' 'e',0.07191422814503312,theme,theme
944,178,944,233,'p' 'u',0.32005693204700947,puppy,puppy
945,178,945,233, 'u' 'p',0.23992256727069616,puppy,puppy
946,178,946,233, 'p' 'p',0.13600107887759805,puppy,puppy
947,178,947,233, 'p' 'y',0.09600651590153575,puppy,puppy
948,178,948,234,'l' 'u',0.20792353712022305,lucky,lucky
949,178,949,234, 'u' 'c',0.09607820305973291,lucky,lucky
950,178,950,234, 'c' 'k',0.11992414575070143,lucky,lucky
951,178,951,234, 'k' 'y',0.1519999261945486,lucky,lucky
952,178,952,235,'c' 'h',0.08801466086879373,cheer,cheer
953,178,953,235, 'h' 'e',0.2000359441153705,cheer,cheer
954,178,954,235, 'e' 'e',0.15184508310630918,cheer,cheer
955,178,955,235, 'e' 'r',0.12002399703487754,cheer,cheer
956,178,956,236,'t' 'i',0.2720490461215377,tithe,tithe
957,178,957,236, 'i' 't',0.16792925214394927,tithe,tithe
958,178,958,236, 't' 'h',0.08002821682021022,tithe,tithe
959,178,959,236, 'h' 'e',0.1119050090201199,tithe,tithe
960,178,960,237,'p' 'y',0.32806324400007725,pykka,pykka
961,178,961,237, 'y' 'k',0.2799381921067834,pykka,pykka
962,178,962,237, 'k' 'k',0.15196150774136186,pykka,pykka
963,178,963,237, 'k' 'a',0.11204121820628643,pykka,pykka
964,178,964,238,'c' 'o',0.1601029271259904,cooed,cooed
965,178,965,238, 'o' 'o',0.14398423908278346,cooed,cooed
966,178,966,238, 'o' 'e',0.10390584915876389,cooed,cooed
967,178,967,238, 'e' 'd',0.1840396448969841,cooed,cooed
968,178,968,239,'t' 'h',0.07988653006032109,theme,theme
969,178,969,239, 'h' 'e',0.13606552127748728,theme,theme
